satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.57,0.63,4,144,3,0,0,0,support,low
0.62,0.91,4,145,3,1,0,0,sales,medium
0.53,0.67,3,265,2,0,0,0,technical,low
0.77,0.62,4,238,4,0,0,0,technical,low
0.37,0.5,2,136,3,0,1,0,sales,low
0.68,0.54,4,220,2,0,0,0,technical,medium
0.55,0.65,5,229,3,0,0,0,sales,low
0.52,0.45,2,160,4,0,0,0,RandD,medium
0.49,0.61,4,261,3,0,0,0,sales,low
0.51,0.87,5,272,3,0,0,0,technical,low
0.09,0.8,6,270,4,0,0,0,product_mng,low
0.43,0.5,4,144,3,0,1,0,technical,low
0.62,0.96,5,189,2,0,0,0,sales,medium
0.32,0.62,4,120,3,0,1,0,sales,low
0.6,0.64,4,139,3,0,1,0,technical,medium
0.17,0.98,6,255,5,0,0,0,sales,low
0.56,0.69,4,254,4,0,0,0,accounting,low
0.32,0.48,2,157,3,0,1,0,product_mng,low
0.09,0.91,6,305,4,0,1,0,technical,medium
0.65,0.89,5,250,3,0,0,1,sales,medium
0.38,0.49,4,149,3,0,1,0,IT,low
0.14,0.74,4,269,5,1,0,0,sales,low
0.55,0.51,2,147,2,0,0,0,management,high
0.35,0.55,2,141,3,0,1,0,support,medium
0.43,0.69,2,116,3,0,0,0,sales,medium
0.61,0.46,2,145,2,0,0,0,technical,low
0.19,0.9,6,276,4,0,0,0,sales,medium
0.9,0.62,4,159,2,0,0,0,technical,low
0.32,0.49,2,141,4,0,1,0,sales,medium
0.57,0.89,4,186,6,0,0,0,accounting,low
0.62,0.72,4,242,6,0,0,0,support,low
0.46,0.66,4,202,3,0,0,0,support,low
0.55,0.88,6,276,5,0,0,0,support,low
0.6,0.76,5,264,3,0,0,0,sales,low
0.34,0.43,2,141,3,0,0,0,sales,low
0.44,0.51,2,139,3,0,1,0,technical,low
0.38,0.53,5,140,6,0,1,0,sales,medium
0.91,0.72,3,174,3,0,0,0,technical,low
0.52,0.66,4,211,2,0,0,0,sales,medium
0.56,0.92,3,210,2,0,0,0,technical,low
0.09,0.94,6,302,4,0,1,0,sales,low
0.53,0.67,5,244,5,0,0,0,sales,medium
0.58,0.66,2,109,3,0,1,0,sales,low
0.09,0.97,7,273,5,0,1,0,sales,low
0.15,0.89,3,257,4,0,0,1,management,high
0.73,0.62,3,182,3,0,0,0,support,low
0.44,0.53,5,139,5,0,1,0,management,high
0.33,0.51,2,143,3,0,1,0,product_mng,low
0.61,0.9,4,225,4,0,1,0,IT,high
0.09,0.93,6,274,5,0,1,0,accounting,low
0.34,0.49,2,146,3,0,1,0,sales,medium
0.68,0.89,5,210,2,0,0,0,sales,low
0.68,0.91,4,195,3,0,0,0,sales,low
0.7,0.52,2,180,3,0,1,0,technical,medium
0.54,0.99,4,266,3,0,1,0,IT,medium
0.82,0.53,4,143,5,1,0,0,marketing,medium
0.53,0.71,4,161,2,0,0,0,accounting,low
0.62,0.88,3,229,3,0,0,0,sales,medium
0.68,0.53,3,237,3,0,0,0,sales,low
0.92,0.59,3,223,3,0,0,0,sales,medium
0.84,0.88,5,245,3,0,0,0,technical,low
0.6,0.62,4,195,3,0,0,0,technical,low
0.73,0.64,4,200,3,0,0,0,sales,low
0.37,0.5,2,140,3,0,1,0,hr,low
0.75,0.53,4,241,2,1,0,0,technical,low
0.66,0.72,4,189,2,0,0,0,sales,low
0.1,0.8,4,181,3,0,0,0,technical,low
0.67,0.98,3,187,2,0,0,0,sales,medium
0.7,0.56,2,175,2,0,0,0,support,low
0.78,0.92,5,259,5,0,0,0,hr,medium
0.84,0.95,5,250,2,0,0,0,RandD,medium
0.34,0.53,2,148,3,0,1,0,technical,high
0.63,0.79,4,255,5,0,0,0,hr,medium
0.86,0.65,4,172,3,0,1,0,sales,medium
0.67,0.57,4,146,3,0,0,0,IT,low
0.62,1.0,2,274,4,0,0,0,accounting,low
0.18,0.89,3,239,6,0,0,0,marketing,medium
0.9,0.72,3,242,2,0,0,0,technical,low
0.78,0.77,5,236,3,0,0,0,product_mng,low
0.61,0.89,5,269,4,0,0,0,technical,low
0.49,0.75,3,197,2,0,0,0,hr,medium
0.79,0.59,4,146,3,0,1,0,technical,medium
0.69,0.55,4,189,5,0,0,0,sales,low
0.67,0.55,4,242,2,0,0,0,technical,low
0.79,0.79,3,265,2,0,0,0,sales,medium
0.57,0.61,4,235,2,0,0,0,sales,low
0.37,0.52,2,144,3,0,0,0,hr,medium
0.46,0.49,4,173,3,0,0,0,sales,medium
0.69,0.57,2,143,3,0,0,0,technical,low
0.6,0.64,2,182,3,1,0,0,support,low
0.23,0.98,4,232,5,0,1,0,technical,medium
0.82,0.65,5,235,5,0,0,0,support,low
0.38,0.5,2,159,2,0,1,0,sales,low
0.18,0.85,7,310,6,0,1,1,marketing,medium
0.73,0.67,3,188,3,0,0,0,product_mng,medium
0.55,0.69,4,191,2,0,0,0,technical,low
0.74,0.87,4,225,2,0,0,0,support,low
0.72,0.53,4,262,4,0,0,0,RandD,medium
0.35,0.54,2,266,5,0,1,0,sales,low
0.11,0.8,6,235,5,0,1,0,sales,low
0.66,0.69,4,228,3,0,0,0,sales,low
0.36,0.5,2,157,5,0,1,0,sales,low
0.45,0.6,2,147,3,0,0,0,sales,low
0.39,0.54,2,167,3,1,1,0,product_mng,low
0.46,0.46,4,235,3,0,0,0,hr,low
0.47,0.66,5,159,2,1,0,0,marketing,low
0.09,0.88,6,285,4,0,1,0,marketing,low
0.38,0.55,2,134,3,0,1,0,sales,medium
0.44,0.49,4,119,3,0,0,0,sales,medium
0.6,0.66,4,139,3,0,0,0,support,low
0.53,0.68,4,187,7,0,0,0,sales,medium
0.4,0.61,2,149,3,1,0,0,marketing,low
0.42,0.53,3,161,2,0,0,0,technical,medium
0.19,0.92,5,271,4,0,0,0,sales,low
0.16,0.87,6,241,4,0,0,0,sales,low
0.64,0.73,4,145,5,0,0,0,support,low
0.14,0.74,3,179,2,0,0,0,marketing,medium
0.55,0.93,3,258,3,0,0,0,sales,low
0.09,0.89,6,298,4,0,1,0,IT,medium
0.48,0.49,3,159,3,0,0,0,support,low
0.67,0.55,4,240,3,0,0,0,technical,low
0.64,0.43,4,149,3,0,0,0,sales,low
0.57,0.7,4,198,3,0,0,0,sales,low
0.5,0.78,3,212,2,1,0,0,sales,medium
0.84,0.9,4,244,2,0,0,0,hr,low
0.44,0.86,4,225,3,0,0,0,sales,low
0.51,0.94,3,229,3,0,0,0,technical,low
0.5,0.89,4,206,6,0,0,0,sales,low
0.63,1.0,5,256,5,1,0,0,IT,medium
0.38,0.52,2,271,3,0,1,0,sales,low
0.65,0.67,5,232,3,0,0,0,sales,low
0.38,0.97,2,144,3,0,1,0,sales,low
0.72,0.65,5,212,5,0,0,0,sales,medium
0.75,0.62,4,241,2,0,0,0,sales,medium
0.7,0.53,4,182,2,0,0,0,RandD,low
0.36,0.97,5,142,3,0,0,0,hr,low
0.5,0.85,3,210,2,0,0,0,product_mng,low
0.42,0.92,3,230,3,0,0,0,technical,low
0.1,0.87,6,260,4,0,1,0,sales,low
0.73,0.96,5,235,5,0,0,0,sales,medium
0.33,0.49,2,146,3,0,1,0,sales,medium
0.67,0.92,3,202,7,0,0,0,sales,medium
0.51,0.5,3,116,3,0,0,0,sales,medium
0.55,0.53,3,143,2,0,0,0,technical,low
0.46,0.66,3,242,2,0,0,0,support,medium
0.13,0.77,4,179,2,1,0,0,technical,low
0.19,0.9,6,268,5,0,1,0,sales,medium
0.45,0.56,5,160,2,0,0,0,sales,medium
0.54,0.97,3,141,3,0,0,0,marketing,low
0.66,0.89,4,223,3,0,0,0,sales,medium
0.5,0.51,3,231,2,0,0,0,sales,low
0.79,0.79,5,255,5,0,1,0,support,high
0.71,0.86,4,192,6,0,0,0,sales,medium
0.67,0.87,6,252,6,1,0,0,sales,medium
0.09,0.98,6,271,4,0,1,0,technical,low
0.64,0.74,4,214,2,0,0,0,technical,medium
0.12,0.79,3,232,4,0,0,0,hr,high
0.65,0.58,4,143,2,0,0,0,technical,medium
0.09,0.87,7,256,5,0,1,0,technical,medium
0.54,0.51,2,155,2,0,1,0,marketing,low
0.84,0.69,3,271,4,0,0,0,management,high
0.36,0.37,2,140,3,0,1,0,hr,medium
0.13,0.84,4,192,2,0,0,0,RandD,low
0.49,0.77,3,266,4,0,0,0,sales,low
0.7,0.72,3,218,3,0,0,0,IT,medium
0.18,0.89,4,264,4,0,0,0,technical,low
0.96,0.65,4,264,5,0,0,0,sales,low
0.54,0.75,4,250,2,0,0,0,marketing,medium
0.66,0.96,4,230,6,0,0,0,marketing,low
0.52,0.91,3,182,2,0,0,0,sales,low
0.89,0.62,3,203,2,0,0,0,sales,medium
0.65,0.91,5,238,5,0,0,0,sales,medium
0.17,0.9,6,293,5,0,0,0,RandD,medium
0.72,0.62,4,211,3,0,0,0,sales,low
0.5,0.5,3,153,3,0,1,0,sales,medium
0.12,0.89,5,268,2,0,0,0,hr,medium
0.64,0.81,4,270,5,0,0,0,support,low
0.67,0.66,4,146,3,0,0,1,sales,medium
0.8,0.55,4,163,2,0,0,1,RandD,medium
0.11,0.87,6,194,4,0,1,0,management,high
0.7,0.92,3,248,2,0,0,0,hr,medium
0.65,0.75,3,158,3,0,0,0,support,high
0.68,0.54,5,135,5,0,1,0,sales,medium
0.89,0.5,4,217,3,0,1,0,product_mng,low
0.6,0.7,4,226,3,0,1,0,sales,medium
0.58,0.88,3,188,2,0,0,0,technical,low
0.66,0.69,5,148,3,0,0,1,sales,low
0.68,0.96,4,241,2,0,0,0,sales,low
0.14,0.88,6,270,4,0,1,0,RandD,low
0.57,0.69,4,195,2,0,0,0,support,medium
0.36,0.39,2,115,3,0,0,0,sales,medium
0.67,1.0,5,274,5,0,1,0,technical,medium
0.52,0.75,3,222,2,0,0,0,sales,low
0.09,0.86,7,306,4,0,1,0,product_mng,low
0.4,0.47,2,161,3,0,1,0,sales,low
0.5,0.76,3,260,2,0,1,0,sales,low
0.57,0.89,3,185,2,0,0,0,technical,medium
0.13,0.56,5,223,2,0,1,0,support,medium
0.57,0.5,4,213,4,0,0,0,IT,low
0.65,0.78,4,278,4,0,1,0,sales,low
0.14,0.9,4,238,4,0,0,0,IT,low
0.15,0.73,4,175,3,0,0,0,sales,low
0.78,0.65,4,242,3,0,0,0,sales,low
0.33,0.5,2,156,5,0,1,0,sales,low
0.55,0.54,3,141,2,0,1,0,sales,low
0.69,0.61,2,274,3,0,1,0,technical,medium
0.59,0.51,4,205,2,0,0,0,technical,low
0.47,0.52,5,190,3,0,0,0,sales,medium
0.31,0.49,3,170,3,0,0,0,product_mng,high
0.18,0.91,6,232,4,1,0,0,technical,low
0.52,0.51,3,246,3,0,1,0,sales,low
0.51,0.67,4,189,4,1,0,0,technical,low
0.48,0.64,5,161,3,0,1,0,sales,low
0.82,0.8,3,265,8,0,0,0,management,high
0.46,0.97,4,191,2,0,0,0,technical,low
0.63,0.88,5,257,3,0,1,0,sales,low
0.55,0.67,3,208,2,0,0,0,sales,low
0.66,0.52,2,239,2,0,0,0,support,low
0.36,0.58,2,173,3,0,1,0,hr,low
0.81,0.89,5,259,2,0,0,0,technical,medium
0.83,0.99,4,243,2,0,0,0,sales,medium
0.66,0.7,3,124,2,0,0,1,sales,low
0.39,0.5,2,141,3,0,1,0,accounting,medium
0.46,0.67,3,183,3,0,0,0,RandD,low
0.5,0.71,3,223,3,0,0,0,technical,medium
0.63,0.97,5,243,3,0,0,0,technical,low
0.75,0.96,2,145,5,1,1,0,support,medium
0.92,0.76,3,205,2,0,0,0,sales,low
0.59,0.71,3,212,10,1,0,0,sales,high
0.09,0.77,7,270,4,0,1,0,sales,low
0.56,0.61,2,120,3,0,1,1,technical,low
0.38,0.99,5,247,4,0,1,0,technical,low
0.58,0.88,4,261,5,0,0,0,product_mng,low
0.82,0.81,5,262,3,0,0,0,sales,high
0.79,1.0,5,269,6,0,0,0,hr,medium
0.36,0.52,2,174,3,0,1,0,sales,medium
0.66,0.54,5,186,3,0,0,0,support,high
0.67,0.5,5,227,2,0,0,0,marketing,medium
0.48,0.88,3,147,2,0,0,0,sales,medium
0.5,0.98,2,253,5,0,1,0,sales,low
0.67,0.91,3,250,5,0,0,1,sales,medium
0.55,0.61,3,193,2,0,0,0,accounting,low
0.17,0.86,3,198,2,0,0,0,sales,medium
0.46,0.91,5,273,2,0,0,0,management,low
0.52,0.99,2,169,3,0,0,0,sales,medium
0.61,0.92,7,267,4,0,1,0,accounting,low
0.55,0.51,3,270,3,0,0,0,management,high
0.38,0.74,5,146,2,0,0,0,hr,low
0.65,0.79,4,250,3,0,1,0,technical,low
0.69,0.88,4,263,3,0,1,0,sales,low
0.2,0.9,6,255,3,0,1,0,product_mng,low
0.55,0.9,3,237,2,0,0,0,support,low
0.68,0.81,4,260,5,0,0,0,sales,low
0.38,0.45,2,167,3,0,0,0,technical,high
0.43,0.5,2,146,5,0,1,0,technical,medium
0.14,0.8,3,241,4,0,0,0,marketing,medium
0.79,0.67,3,284,5,0,1,0,technical,low
0.51,0.5,4,113,3,0,0,0,marketing,low
0.53,0.97,3,265,4,0,1,0,technical,low
0.66,0.86,5,253,5,0,1,0,sales,low
0.52,0.98,5,253,5,0,1,0,sales,low
0.71,0.52,5,272,5,0,1,0,IT,low
0.86,0.94,5,269,5,0,1,0,support,medium
0.57,0.68,3,267,3,0,0,0,sales,high
0.14,0.89,6,234,4,0,1,0,hr,low
0.09,0.88,6,286,4,0,0,0,product_mng,low
0.23,0.97,5,164,5,0,0,0,product_mng,medium
0.68,0.89,6,189,5,0,0,0,sales,medium
0.45,0.68,4,243,2,1,0,0,IT,low
0.34,0.54,2,166,3,0,1,0,support,low
0.83,0.89,4,237,3,0,0,0,sales,low
0.48,0.93,4,272,2,0,0,0,technical,low
0.66,0.65,2,144,3,0,1,0,product_mng,low
0.82,0.97,4,228,5,0,1,0,sales,low
0.09,0.93,6,253,5,0,1,0,product_mng,low
0.6,0.88,5,275,2,0,0,0,sales,low
0.55,0.91,3,198,2,0,0,0,product_mng,high
0.7,1.0,4,189,6,0,0,0,sales,medium
0.2,0.63,6,151,4,0,0,0,sales,medium
0.77,0.98,4,188,3,0,1,0,sales,low
0.53,0.66,5,210,2,0,0,0,RandD,low
0.44,0.52,4,148,3,0,1,0,hr,low
0.56,0.97,4,247,2,0,0,0,sales,medium
0.45,0.85,3,154,2,0,0,0,sales,medium
0.26,0.5,2,138,3,0,1,0,sales,medium
0.61,0.99,2,152,6,0,0,0,IT,low
0.73,0.65,2,206,2,0,0,0,sales,medium
0.54,0.89,3,194,3,0,0,0,marketing,low
0.94,0.58,5,247,6,0,1,0,technical,low
0.66,0.89,4,201,2,0,0,0,sales,low
0.48,0.69,4,267,2,0,0,0,sales,medium
0.64,0.49,4,147,3,1,0,0,technical,low
0.09,0.78,6,204,2,0,1,0,product_mng,low
0.11,0.66,4,301,4,0,1,0,sales,medium
0.65,0.9,4,248,3,0,0,0,support,low
0.53,0.53,5,162,5,0,0,0,technical,medium
0.92,0.73,4,170,3,0,0,0,marketing,medium
0.73,0.97,4,241,6,0,0,0,sales,medium
0.17,0.79,4,245,2,0,0,0,hr,low
0.58,0.44,4,142,3,0,0,0,management,high
0.92,0.94,7,256,4,0,1,0,accounting,low
0.34,0.54,2,134,5,0,1,0,sales,low
0.6,0.79,4,194,3,1,0,0,support,low
0.53,0.5,3,198,2,1,0,0,sales,medium
0.34,0.51,4,134,3,0,1,0,sales,low
0.54,0.54,2,138,3,0,1,0,technical,low
0.67,0.89,5,242,8,0,0,0,technical,medium
0.8,0.52,3,241,2,0,1,0,technical,low
0.34,0.54,2,153,3,0,1,0,technical,low
0.49,0.7,3,167,3,0,0,0,support,medium
0.13,0.97,6,274,4,0,1,0,sales,low
0.58,0.81,3,239,2,0,0,0,sales,low
0.59,0.53,4,168,6,0,0,0,support,high
0.37,0.48,2,144,3,0,0,0,technical,low
0.65,0.58,4,117,2,1,0,0,technical,medium
0.81,0.86,5,253,3,0,1,0,technical,low
0.67,1.0,4,274,3,0,0,0,sales,medium
0.4,0.53,2,145,2,0,0,0,technical,low
0.25,0.91,6,270,4,0,0,0,product_mng,medium
0.58,0.69,4,246,6,0,0,0,technical,low
0.41,0.52,2,145,3,0,1,0,IT,medium
0.12,0.91,5,184,2,0,0,0,accounting,low
0.69,0.53,5,189,4,0,1,0,technical,low
0.92,0.53,2,156,3,0,0,0,sales,medium
0.59,0.43,4,142,3,0,0,0,sales,medium
0.7,0.92,3,275,2,0,0,0,marketing,low
0.1,0.94,3,185,4,0,0,1,management,medium
0.73,0.83,4,242,3,0,0,0,marketing,low
0.77,0.81,3,274,8,0,0,0,support,low
0.56,0.57,3,239,3,0,1,0,technical,low
0.1,0.88,6,290,5,0,1,0,product_mng,high
0.1,0.89,4,264,4,0,1,0,accounting,low
0.57,0.54,4,261,3,0,0,0,marketing,low
0.84,0.65,3,273,2,0,0,0,technical,low
0.7,0.46,3,168,3,0,1,0,technical,medium
0.67,0.77,3,147,2,0,0,0,marketing,low
0.7,0.81,2,216,5,0,1,0,support,low
0.82,0.87,5,260,6,0,0,0,sales,medium
0.32,0.56,2,145,5,0,1,0,technical,medium
0.9,0.83,4,242,4,1,0,0,sales,medium
0.19,0.98,4,263,5,0,0,0,product_mng,low
0.15,0.96,6,251,3,0,0,0,sales,low
0.49,0.59,3,211,2,0,0,0,support,medium
0.93,0.7,4,240,3,0,0,0,sales,low
0.32,0.46,2,150,3,0,1,0,support,low
0.23,1.0,6,266,5,0,1,0,support,medium
0.77,1.0,5,171,5,0,0,0,sales,low
0.21,0.87,7,257,4,0,0,0,sales,low
0.53,0.67,4,181,3,0,0,0,IT,low
0.63,0.59,5,145,3,1,0,0,technical,low
0.43,0.51,2,138,3,0,0,0,accounting,low
0.75,0.92,3,179,2,0,0,0,product_mng,low
0.52,0.48,3,197,3,0,0,0,product_mng,low
0.51,0.52,2,171,2,0,0,0,technical,low
0.09,0.93,6,303,5,0,1,0,technical,low
0.75,0.53,3,246,5,0,0,0,sales,low
0.82,0.91,5,140,5,0,1,0,sales,medium
0.59,0.42,3,155,3,0,1,0,sales,low
0.67,0.93,4,261,2,0,0,0,sales,medium
0.4,0.92,2,267,5,0,1,0,hr,medium
0.36,0.5,2,152,3,0,1,0,support,low
0.4,0.53,2,146,3,0,1,0,technical,low
0.09,0.94,7,310,4,0,1,0,sales,medium
0.53,0.77,3,166,2,0,0,0,technical,medium
0.09,0.92,5,306,4,0,1,0,IT,medium
0.53,0.96,5,256,4,0,1,0,marketing,medium
0.8,0.74,4,267,2,0,0,0,sales,low
0.94,0.95,4,226,6,0,0,0,technical,low
0.86,0.82,5,148,5,0,0,0,technical,low
0.5,0.61,4,149,2,0,0,0,technical,low
0.84,0.66,5,199,5,0,0,0,accounting,medium
0.1,0.84,6,278,4,0,1,0,support,low
0.51,0.56,3,196,5,0,0,0,technical,low
0.5,0.48,3,161,3,0,1,0,accounting,medium
0.72,0.56,5,218,5,1,0,0,sales,medium
0.51,0.66,3,274,2,0,0,0,technical,medium
0.61,0.78,5,257,2,0,0,0,technical,low
0.71,0.54,4,255,2,1,0,0,product_mng,medium
0.35,0.6,2,160,3,0,0,0,marketing,medium
0.45,0.69,4,265,3,1,0,0,technical,medium
0.7,0.65,3,111,2,0,1,0,sales,low
0.47,0.86,4,149,5,1,0,0,technical,medium
0.68,0.88,4,262,5,0,0,0,sales,medium
0.56,0.54,3,149,2,0,0,0,technical,medium
0.21,0.89,5,190,5,0,0,0,sales,medium
0.1,0.88,6,265,4,0,0,0,sales,low
0.09,0.95,6,306,4,0,1,0,technical,low
0.52,0.87,4,270,5,0,0,0,technical,low
0.54,0.6,4,167,2,0,0,0,sales,medium
0.63,0.96,5,149,3,1,1,0,technical,medium
0.64,0.53,4,161,3,0,0,0,sales,low
0.85,0.89,6,264,5,0,1,0,sales,low
0.45,0.44,4,136,3,0,0,0,sales,medium
0.7,0.85,4,148,5,0,0,0,support,low
0.94,0.6,3,145,2,0,0,0,sales,medium
0.55,0.89,5,267,5,0,0,1,technical,low
0.75,0.91,5,150,4,0,0,0,marketing,high
0.4,0.5,2,264,3,0,1,0,sales,low
0.89,0.64,3,209,2,0,0,0,technical,low
0.16,0.8,4,243,4,0,0,0,technical,high
0.54,0.84,4,181,2,1,0,0,sales,medium
0.51,0.49,3,155,2,0,0,0,sales,low
0.43,0.52,4,183,2,1,0,0,sales,low
0.69,0.92,4,243,4,0,0,0,technical,low
0.68,0.99,4,249,5,0,0,0,sales,low
0.21,0.88,4,184,6,0,0,0,RandD,low
0.67,0.87,4,226,3,0,0,0,sales,medium
0.73,0.85,3,191,8,1,0,0,sales,medium
0.49,0.52,2,177,2,0,0,0,RandD,high
0.09,0.75,6,302,4,0,0,0,product_mng,low
0.49,0.85,3,137,3,0,0,0,product_mng,low
0.5,0.49,4,166,2,0,0,0,technical,medium
0.34,0.5,2,143,3,0,1,0,sales,low
0.69,0.85,5,155,3,0,0,0,product_mng,low
0.63,0.56,5,155,4,0,0,0,product_mng,low
0.75,0.61,3,183,2,0,0,0,sales,low
0.36,0.55,2,134,3,0,1,0,product_mng,medium
0.72,0.55,2,163,5,0,1,0,marketing,low
0.12,0.93,7,249,5,0,1,0,support,low
0.55,0.62,4,145,2,0,0,0,technical,low
0.7,0.82,3,268,5,0,0,0,management,high
0.56,0.5,3,138,6,0,0,0,technical,medium
0.56,0.65,4,207,2,0,0,0,sales,medium
0.51,0.65,5,175,2,0,0,0,sales,medium
0.73,0.64,3,258,2,0,0,0,support,medium
0.59,0.7,5,263,3,0,0,0,sales,medium
0.72,0.67,4,188,2,1,0,0,marketing,low
0.68,0.64,4,187,2,0,0,0,sales,low
0.22,0.92,3,260,2,0,1,0,sales,low
0.37,0.5,2,142,3,0,1,0,sales,medium
0.38,0.48,2,116,3,0,0,0,support,low
0.74,0.97,5,259,6,0,0,0,sales,high
0.4,0.48,2,158,3,0,1,0,technical,medium
0.82,0.7,2,195,3,0,0,0,sales,low
0.72,0.91,6,231,6,0,0,0,sales,medium
0.64,0.83,5,248,5,0,0,0,sales,medium
0.54,0.67,4,270,8,0,0,0,hr,low
0.56,0.5,3,248,3,0,0,0,technical,low
0.48,0.94,6,204,4,0,0,0,technical,low
0.66,0.68,4,187,5,0,0,0,hr,medium
0.84,0.65,4,148,3,0,1,0,support,low
0.36,0.41,2,163,3,0,1,0,sales,low
0.37,0.53,2,146,3,0,1,0,sales,medium
0.67,0.64,4,190,2,0,0,0,sales,low
0.1,0.92,7,281,4,0,1,0,sales,low
0.51,0.49,4,166,5,0,1,0,sales,low
0.45,0.95,4,150,3,0,0,0,support,low
0.09,0.94,4,264,4,0,0,0,sales,low
0.69,0.99,4,234,3,0,0,0,sales,medium
0.41,0.98,2,143,5,0,1,0,sales,low
0.4,0.49,2,168,3,0,0,0,support,low
0.39,0.51,2,140,3,0,1,0,sales,medium
0.6,0.53,2,164,2,0,0,0,sales,high
0.67,0.54,4,144,3,0,0,0,product_mng,low
0.14,0.89,3,234,2,0,0,0,marketing,low
0.48,0.5,4,143,3,0,0,0,technical,low
0.44,0.64,3,266,8,0,0,0,technical,low
0.61,0.95,4,201,3,0,0,0,sales,low
0.58,0.86,4,185,3,1,0,0,marketing,low
0.56,0.78,5,193,5,0,0,0,sales,low
0.49,1.0,4,255,3,0,0,0,sales,low
0.61,0.9,3,273,3,0,0,0,support,low
0.66,0.68,4,185,2,0,0,0,sales,medium
0.72,0.94,2,143,5,0,1,0,IT,low
0.31,0.5,2,139,3,0,0,0,sales,low
0.38,0.52,2,148,3,0,1,0,IT,medium
0.76,0.89,2,250,3,0,0,0,technical,low
0.66,0.86,3,180,6,0,0,0,sales,low
0.9,0.53,4,267,3,0,0,0,management,high
0.35,0.46,2,258,3,0,1,0,technical,medium
0.58,0.89,4,235,3,0,0,0,sales,low
0.14,0.89,6,260,5,0,0,0,RandD,low
0.5,1.0,5,146,5,0,0,0,sales,high
0.72,0.85,5,144,3,0,0,0,sales,low
0.09,0.79,6,246,4,0,0,0,technical,medium
0.33,0.59,2,152,3,0,1,0,sales,low
0.43,0.58,2,149,3,0,1,0,technical,low
0.86,0.54,4,272,7,0,0,1,sales,medium
0.84,0.96,4,200,5,0,0,0,sales,medium
0.09,0.93,5,192,4,0,1,0,hr,low
0.17,0.91,4,267,2,0,0,0,sales,medium
0.54,0.96,4,269,5,0,0,0,sales,medium
0.47,0.8,3,193,2,0,0,0,technical,low
0.14,0.92,6,274,2,0,0,0,sales,low
0.13,0.89,5,141,4,1,0,1,technical,low
0.73,0.67,3,232,2,0,0,0,sales,medium
0.13,0.89,6,265,5,0,1,0,product_mng,medium
0.16,0.73,4,262,5,0,0,0,support,medium
0.6,0.84,5,233,2,0,0,0,IT,medium
0.09,0.71,3,192,2,0,0,0,technical,medium
0.56,0.71,5,256,3,0,0,0,product_mng,medium
0.61,0.99,4,143,5,0,0,0,sales,medium
0.84,0.53,3,237,5,0,0,0,IT,low
0.59,0.63,3,178,2,0,0,0,technical,low
0.68,0.88,5,262,2,1,0,0,sales,medium
0.73,0.56,3,150,2,1,0,0,product_mng,medium
0.35,0.5,2,147,3,0,1,0,technical,low
0.57,0.66,5,201,3,1,0,0,RandD,low
0.77,0.98,4,235,4,0,0,0,technical,medium
0.52,0.71,4,273,3,0,0,0,accounting,low
0.33,0.47,2,146,3,0,0,0,sales,low
0.47,0.49,5,142,2,0,0,0,technical,medium
0.63,0.63,3,191,2,0,0,0,marketing,low
0.47,0.67,3,182,2,0,0,0,marketing,low
0.75,0.87,3,273,2,0,0,0,sales,medium
0.7,0.54,3,108,4,0,0,0,marketing,medium
0.69,0.99,5,139,6,0,1,0,sales,medium
0.64,0.6,4,217,2,0,0,0,marketing,low
0.43,0.54,4,176,3,0,0,1,support,medium
0.92,0.77,3,187,3,1,0,0,technical,low
0.58,0.87,4,272,2,0,0,0,product_mng,low
0.73,0.99,5,224,2,0,0,0,accounting,medium
0.67,0.94,3,194,4,0,0,0,sales,low
0.53,0.66,4,178,2,0,0,0,IT,low
0.55,0.62,4,208,3,0,0,0,sales,medium
0.44,0.54,7,268,5,0,1,0,support,low
0.32,0.53,2,151,3,0,0,0,technical,medium
0.38,0.51,2,144,3,0,1,0,sales,low
0.55,0.67,5,239,6,0,0,0,technical,low
0.16,0.95,4,266,5,0,0,0,technical,medium
0.48,0.78,3,223,2,0,0,0,technical,low
0.74,0.92,5,274,5,0,1,0,sales,low
0.59,0.64,4,181,2,0,0,0,IT,medium
0.62,0.97,4,177,10,0,0,0,RandD,medium
0.52,0.59,4,276,3,0,0,0,accounting,low
0.68,0.66,4,195,5,0,0,0,sales,low
0.62,0.89,5,278,4,0,0,0,product_mng,low
0.47,0.6,4,189,6,0,0,0,marketing,low
0.38,0.5,3,167,2,0,0,0,sales,medium
0.64,0.55,3,145,3,0,0,0,hr,low
0.12,1.0,4,266,5,0,0,0,product_mng,medium
0.3,0.68,5,162,2,0,0,0,sales,medium
0.77,0.95,7,300,5,0,0,0,sales,medium
0.6,0.92,4,225,2,0,0,0,support,medium
0.51,0.93,4,193,2,0,0,0,support,low
0.09,0.91,6,228,2,0,0,0,sales,medium
0.16,0.65,3,228,3,0,0,1,sales,low
0.53,0.64,3,190,2,0,0,0,technical,low
0.73,0.9,5,216,5,0,0,0,sales,high
0.39,0.58,2,133,3,0,1,0,sales,low
0.41,0.52,2,273,3,0,1,0,product_mng,medium
0.78,0.97,5,215,7,0,0,1,sales,medium
0.85,0.72,3,235,5,0,0,0,support,medium
0.46,0.98,3,141,3,0,0,0,technical,low
0.38,0.53,2,151,6,0,1,0,marketing,medium
0.93,0.68,4,265,2,0,0,0,RandD,medium
